ROWID,Country,State lgd code,State,YearCode,Year,Crop category,Season,Crop name,Area,Production,Yield
9923,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Moong,0.59,0.24,406.78
9924,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Pulses,1.2,0.51,425
9925,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Rice,3.77,12.96,3437.666
9926,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Urad,0.61,0.27,442.623
9927,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Groundnut,0.35,0.87,2485.714
9928,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Oilseed,0.54,1.03,1907.407
9929,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sesamum,0.19,0.16,842.105
9930,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Groundnut,0,0,
9931,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Oilseed,0,0,
9932,India,34,Puducherry,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Sugarcane,2.02,304.07,150529.703
9933,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Bajra,0.01,0,0
9934,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Cereals,12.7,38.29,3014.961
9935,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,0.05,0.09,1800
9936,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Foodgrains,14.366,39.314,2736.6
9937,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Moong,0.86,0.29,337.209
9938,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Other Pulses,0.066,0.054,818.182
9939,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Pulses,1.666,1.024,614.646
9940,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Ragi,0.04,0.09,2250
9941,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Rice,12.65,38.2,3019.763
9942,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Urad,0.74,0.68,918.919
9943,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Cereals,4.01,14.52,3620.948
9944,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,4.27,14.71,3444.965
9945,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Moong,0.22,0.15,681.818
9946,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Others,0.01,0,0
9947,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Pulses,0.26,0.19,730.769
9948,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Rice,4.01,14.52,3620.948
9949,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Urad,0.03,0.04,1333.333
9950,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Groundnut,0.33,0.99,3000
9951,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Oilseed,0.47,1.1,2340.426
9952,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Sesamum,0.14,0.11,785.714
9953,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Groundnut,0.03,0.04,1333.333
9954,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Oilseed,0.03,0.04,1333.333
9955,India,34,Puducherry,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,1.92,316.97,165088.542
9956,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Bajra,0.007,0.017,2428.571
9957,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,12.329,31.853,2583.583
9958,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Coarse Cereals,0.007,0.017,2428.571
9959,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,12.824,32.186,2509.825
9960,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Moong,0,0.01,0
9961,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Other Pulses,0.281,0.072,256.228
9962,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Pulses,0.495,0.333,672.727
9963,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,12.322,31.836,2583.671
9964,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Urad,0.214,0.251,1172.897
9965,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Cereals,3.941,12.048,3057.092
9966,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Foodgrains,6.732,12.508,1857.992
9967,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Moong,1,0.33,330
9968,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Others,1.417,0,0
9969,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Pulses,2.791,0.46,164.815
9970,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Rice,3.941,12.048,3057.092
9971,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Urad,0.374,0.13,347.594
9972,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Groundnut,0.244,0.728,2983.607
9973,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Oilseed,0.365,0.82,2246.575
9974,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Sesamum,0.121,0.092,760.331
9975,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Groundnut,0.055,0.165,3000
9976,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Oilseed,0.055,0.165,3000
9977,India,34,Puducherry,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Sugarcane,1.821,213.968,117500.275
9978,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Bajra,0.016,0.021,1312.5
9979,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Cereals,12.172,36.268,2979.625
9980,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Coarse Cereals,0.067,0.093,1388.06
9981,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Foodgrains,12.576,36.657,2914.838
9982,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Moong,0.008,0.005,625
9983,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Other Pulses,0.046,0.045,978.261
9984,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Pulses,0.404,0.389,962.871
9985,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Ragi,0.047,0.067,1425.532
9986,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Rice,12.105,36.175,2988.435
9987,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Small Millets,0.004,0.005,1250
9988,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,0.35,0.339,968.571
9989,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Cereals,4.1,15.989,3899.756
9990,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Foodgrains,5.27,16.194,3072.865
9991,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Moong,0.758,0.091,120.053
9992,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Others,0.01,0.008,800
9993,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Pulses,1.17,0.205,175.214
9994,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Rice,4.1,15.989,3899.756
9995,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Urad,0.402,0.106,263.682
9996,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Groundnut,0.213,0.639,3000
9997,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,0.289,0.714,2470.588
9998,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sesamum,0.076,0.075,986.842
9999,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Groundnut,0.04,0.112,2800
10000,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Oilseed,0.04,0.112,2800
10001,India,34,Puducherry,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Sugarcane,0,0,
10002,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Bajra,0.014,0.039,2786
10003,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Cereals,13.202,27.34,2070.924
10004,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,0.128,0.361,2820.383
10005,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Foodgrains,13.548,27.832,2054.351
10006,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Moong,0.003,0.003,1000
10007,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Other Pulses,0.074,0.221,2986.486
10008,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Pulses,0.346,0.492,1421.965
10009,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Ragi,0.045,0.13,2889
10010,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rice,13.074,26.979,2063.587
10011,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Small Millets,0.069,0.192,2782.609
10012,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Urad,0.269,0.268,996.283
10013,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,4.297,15.516,3611
10014,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Foodgrains,5.22,16.236,3110.335
10015,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Moong,0.636,0.572,900
10016,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Others,0.015,0.041,2733.333
10017,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Pulses,0.923,0.719,779.502
10018,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Rice,4.297,15.516,3611
10019,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Urad,0.272,0.106,390
10400,India,36,Telangana,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Wheat,5,8.48,1696
10020,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Groundnut,0.248,0.744,3000
10021,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Oilseed,0.345,0.851,2466.641
10022,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sesamum,0.097,0.107,1103
10023,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Groundnut,0.026,0.078,3000
10024,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Oilseed,0.026,0.078,3000
10025,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Sugarcane,1.445,180.625,125000
10026,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Bajra,0.011,0.028,2545
10027,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,13.464,46.993,3490.269
10028,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Coarse Cereals,0.118,0.276,2338.856
10029,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Foodgrains,13.694,47.22,3448.224
10030,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Moong,0.005,0.004,800
10031,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Other Pulses,0.064,0.063,984.375
10032,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Pulses,0.23,0.227,986.957
10033,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Ragi,0.041,0.098,2390
10034,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Rice,13.346,46.717,3500.45
10035,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Small Millets,0.066,0.15,2272.727
10036,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Urad,0.161,0.16,993.789
10037,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Cereals,4.515,16.624,3682
10038,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Foodgrains,5.523,17.06,3088.943
10039,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Moong,0.66,0.274,415
10040,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Others,0.01,0.01,1000
10041,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Pulses,1.008,0.436,432.54
10042,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Rice,4.515,16.624,3682
10043,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Urad,0.338,0.152,450
10044,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Groundnut,0.274,0.876,3197.08
10045,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Oilseed,0.401,0.985,2456.274
10046,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Sesamum,0.127,0.109,858
10047,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Rabi,Groundnut,0.013,0.042,3231
10048,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Rabi,Oilseed,0.013,0.042,3231
10049,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Sugarcane,1.444,187.72,130000
10050,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Bajra,0.022,0.057,2591
10051,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Cereals,13.896,43.7,3144.791
10052,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Coarse Cereals,0.176,0.415,2358.04
10053,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Foodgrains,14.123,43.91,3109.063
10054,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Moong,0.021,0.016,750
10055,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Other Pulses,0.058,0.046,793.103
10056,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Pulses,0.227,0.21,923.856
10057,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Ragi,0.059,0.142,2407
10058,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rice,13.72,43.285,3154.883
10059,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Small Millets,0.095,0.216,2273.684
10060,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Urad,0.148,0.148,1000
10061,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Cereals,4.518,16.061,3555
10062,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Foodgrains,5.489,16.373,2982.961
10063,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Moong,0.629,0.156,248
10064,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Others,0.021,0.017,809.524
10065,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,0.971,0.312,321.303
10066,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Rice,4.518,16.061,3555
10067,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Urad,0.321,0.139,433
10068,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Groundnut,0.232,0.696,3000
10069,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Oilseed,0.447,0.86,1924.038
10070,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Sesamum,0.215,0.164,763
10071,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Groundnut,0.021,0.063,3000
10072,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Oilseed,0.021,0.063,3000
10073,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,1.308,183.12,140000
10074,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,0.01,0.026,622
10075,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,4.437,14.739,3321.915
10076,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,0.119,0.287,2411.681
10077,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,4.448,14.75,3316.173
10078,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,0.011,0.011,1000
10079,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Ragi,0.045,0.109,2422
10080,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,4.318,14.452,3347
10081,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,0.064,0.152,2375
10082,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Urad,0.011,0.011,1000
10083,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,13.829,35.554,2571
10084,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,14.88,35.951,2416.093
10085,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Moong,0.605,0.131,217
10086,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,1.051,0.397,377.832
10087,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,13.829,35.554,2571
10088,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Urad,0.446,0.266,596
10089,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,0.003,0.009,3000
10090,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,0.191,0.162,848.335
10091,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,0.188,0.153,814
10092,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Groundnut,0.201,0.603,3000
10093,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,0.201,0.603,3000
10094,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,0.333,0.142,425
10095,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,1.336,187.04,140000
10096,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Cereals,8.26,24.32,2944.31
10097,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Coarse Cereals,0.16,0.34,2125
10098,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Foodgrains,8.47,24.38,2878.394
10099,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Maize,0.16,0.34,2125
10100,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Pulses,0.21,0.06,285.714
10101,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,8.1,23.98,2960.494
10102,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Tur,0.21,0.06,285.714
10103,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Foodgrains,1.6,0.92,575
10104,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Pulses,1.6,0.92,575
10105,India,35,Andaman And Nicobar Islands,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Urad,1.6,0.92,575
10106,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Cereals,7.95,21.7,2729.56
10107,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Coarse Cereals,0.1,0.2,2000
10108,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Foodgrains,8.003,21.715,2713.357
10109,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Maize,0.1,0.2,2000
10110,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,0.053,0.015,283.019
10111,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rice,7.85,21.5,2738.854
10112,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,0.053,0.015,283.019
10113,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Foodgrains,1.26,0.64,507.937
10114,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Pulses,1.26,0.64,507.937
10115,India,35,Andaman And Nicobar Islands,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Urad,1.26,0.64,507.937
10116,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Cereals,8.135,16.538,2032.944
10117,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Coarse Cereals,0.13,0.293,2253.846
10118,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Foodgrains,8.137,16.541,2032.813
10119,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Maize,0.13,0.293,2253.846
10120,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Pulses,0.002,0.003,1500
10121,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,8.005,16.245,2029.357
10122,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,0.002,0.003,1500
10123,India,35,Andaman And Nicobar Islands,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Foodgrains,0.58,0.28,482.759
